,Unnamed: 0,faq_id,faq,query,match,score
63,63,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,how do i get access?,0.0,6.662630767095834e-05
64,64,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,how do I get MME access,0.0,3.577440293156542e-05
65,65,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,I'd like to better undersand the functionality of the balance sheet,0.0,0.0005156010156497359
66,66,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,i need support on a query around setting up a project in MME,0.0,0.0020352674182504416
67,67,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,how to create a project,0.0,0.00033390146563760936
68,68,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,I am trying to create a project,0.0,0.0007478967308998108
69,69,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,i'm trying to setup a new project,0.0,5.319542469806038e-05
70,70,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,Need help with project creation  ,0.0,0.0006997798918746412
71,71,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,Do you know how to create it or if you have a job aid on creation?,0.0,0.0027086250483989716
72,72,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,Closing of a contract,0.0,0.02392999827861786
73,73,1.0,Can we use MME to track work on the International Work Experience Programs (IWEP)?,what does MME stand for,0.0,0.00039993078098632395
74,74,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can change contract end date by WBS?,0.0,1.283107849303633e-06
75,75,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how can I change contract end date by WBS?,0.0,1.283107849303633e-06
76,76,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Is there a way to change the contract end date by WBS?,0.0,1.2211329476485844e-06
77,77,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",How to forecast PoC Contract Loss in MME?,0.0,5.384498763305601e-06
78,78,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how can I forecast PoC Contract Loss?,0.0,6.689692327199737e-06
79,79,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Is there a way to forecast PoC contract Loss?,0.0,6.7884320742450655e-06
80,80,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",When?user can?able to see the Jan14 revenue numbers in MME?,0.0,3.10884843202075e-07
81,81,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",when can a user be able to see the Jan 14 revenue numbers?,0.0,3.9021148268147954e-07
82,82,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Will a user be able to see the revenue numbers for Jan14?,0.0,3.9021148268147954e-07
83,83,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can download the cost transaction everything report in Local currency?,0.0,6.842873699497432e-05
84,84,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can I download the cost transaction report in Local currency?,0.0,3.815503077930771e-05
85,85,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",How do I download the cost transaction report in Local currency?,0.0,3.815503077930771e-05
86,86,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Best practice on SAP structures for MME success,0.0,1.9820862728892052e-09
87,87,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",what are the best practices on sap structures?,0.0,2.505324170343215e-09
88,88,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Enumerate SAP structures' best practices,0.0,2.504263463265488e-09
89,89,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ","I cannot tick on Include Actuals in MME, why?",0.0,4.244036972522736e-06
90,90,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",why can't I tick on Include Actuals?,0.0,4.728331532533048e-06
91,91,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What to do when I can't tick on MME's Include Actuals?,0.0,4.881324002781184e-06
92,92,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,5.400554528023349e-06
93,93,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",what is the effect of changing the owner name of a contract?,0.0,1.6336380213033408e-06
94,94,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What will happen when I change the owner name of an MME contract?,0.0,6.747316660948854e-07
95,95,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,5.927540200900694e-07
96,96,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",How can I use the contract commitment in WMU Dashboard?,0.0,6.182552851896617e-07
97,97,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,3.065870828322659e-07
98,98,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",How can I close a contract?,0.0,6.204453484315309e-07
99,99,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",is there a way to delete a contract?,0.0,1.0880140735025634e-06
100,100,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how can I delete a contract?,0.0,1.0615378869260894e-06
101,101,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What are the steps needed for managing the Submission Confirmation email?,0.0,1.703967171806653e-07
102,102,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can I control which resources will be receiving the Submission Confirmation email?,0.0,1.6953164561073208e-07
103,103,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ","Regarding contracts, how do I end one in MME?",0.0,3.44911995853181e-07
104,104,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can you terminate a contract in MME?,0.0,4.993842139811022e-07
105,105,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Are there applications that supports MME for Cost Collectors?,0.0,0.0004659526457544416
106,106,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,0.0002103029255522415
107,107,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What is the relevance of ODE Version in the graph?,0.0,5.704131126549328e-06
108,108,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What are the details for using dashboards?,0.0,4.662325864046579e-06
109,109,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",If I have a View Only access to a contract can I run reports for that contract?,0.0,3.9181122701847926e-07
110,110,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What type of access needed to run reports for a specific contract?,0.0,2.109640718117589e-06
111,111,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can you give me details regarding the availability of the revenue amounts? ,0.0,2.8142574137746124e-07
112,112,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",How long will it take to receive the revenue amounts in MME?,0.0,8.064866392487602e-07
113,113,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can I change the Owner field on a contract WMU?,0.0,8.446017432106601e-07
114,114,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I want to change the owner field on a contract.,0.0,1.0867074706766289e-06
115,115,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",How to view resources on the roster page?,0.0,4.890079026154126e-07
116,116,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Roster page wasn't able to diplay all resources. Why?,0.0,2.1859210391994566e-05
117,117,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What is the link for Contract Loss?,0.0,6.291426416282775e-06
118,118,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can you provide details for PoC Contract Loss?,0.0,3.0351463919942034e-06
119,119,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",What is the use of Include Actuals?,0.0,3.885959358740365e-06
120,120,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ","Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,2.48505239142105e-06
121,121,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can you give me information about deleting contracts,0.0,9.264763889405003e-07
122,122,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Can you tell me the process of deleting a contract,0.0,8.40660504763946e-06
123,123,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I need to know how i close a contract in MME with the Strikethrough,0.0,5.10374263740232e-07
124,124,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I couldn't delete a contract,0.0,1.0538979040575214e-06
125,125,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",can I delete a contract from mme,0.0,4.993842139811022e-07
126,126,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I need to close / Delete a contract in MME,0.0,4.778158313456515e-07
127,127,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Is IWEP supported in MME?,0.0,2.208586238339194e-07
128,128,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how do I gain access in MME?,0.0,4.741828973919837e-08
129,129,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",request access for new joiner,0.0,4.807599296441367e-08
130,130,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",need to ask how to close contract in MME,0.0,4.778158313456515e-07
131,131,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",costs not showing as expected in Cost tab,0.0,0.108191579580307
132,132,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I am getting a error when trying to put in a forecast,0.0,8.637391033516906e-07
133,133,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ","I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,1.835330181165773e-06
134,134,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I would need to have access to MME,0.0,3.962452765904345e-08
135,135,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I would like support in knowing the procedure to get access to MME of my current project,0.0,1.9411201890306984e-07
136,136,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I would like access to MME,0.0,4.385006491247623e-08
137,137,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how do i get access?,0.0,5.382386802921246e-08
138,138,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how do I get MME access,0.0,4.400372333179803e-08
139,139,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I'd like to better undersand the functionality of the balance sheet,0.0,2.078220688872534e-07
140,140,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",i need support on a query around setting up a project in MME,0.0,1.279820367017237e-06
141,141,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",how to create a project,0.0,7.960097718751058e-07
142,142,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",I am trying to create a project,0.0,1.0955168363580015e-06
143,143,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",i'm trying to setup a new project,0.0,7.132229598028061e-07
144,144,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Need help with project creation  ,0.0,8.727462841306988e-07
145,145,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Do you know how to create it or if you have a job aid on creation?,0.0,1.485930312128403e-07
146,146,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",Closing of a contract,0.0,6.204453484315309e-07
147,147,2.0,"Are there plans for MME to display Subcontractor acutals by person, for both hours and cost, as opposed to the ""lump sum"" cost lines currently displayed? ",what does MME stand for,0.0,1.1872962346615168e-07
148,148,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can change contract end date by WBS?,0.0,3.6078134257877537e-07
149,149,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,how can I change contract end date by WBS?,0.0,3.6078134257877537e-07
150,150,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Is there a way to change the contract end date by WBS?,0.0,3.500396417166485e-07
151,151,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,How to forecast PoC Contract Loss in MME?,0.0,1.055856614584627e-06
152,152,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,how can I forecast PoC Contract Loss?,0.0,1.2060938843205804e-06
153,153,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Is there a way to forecast PoC contract Loss?,0.0,1.207129685099062e-06
154,154,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,1.304788384004496e-07
155,155,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,when can a user be able to see the Jan 14 revenue numbers?,0.0,1.4565688388756826e-07
156,156,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Will a user be able to see the revenue numbers for Jan14?,0.0,1.4565688388756826e-07
157,157,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can download the cost transaction everything report in Local currency?,0.0,7.557770459243329e-06
158,158,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can I download the cost transaction report in Local currency?,0.0,5.355063422030071e-06
159,159,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,How do I download the cost transaction report in Local currency?,0.0,5.355063422030071e-06
160,160,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Best practice on SAP structures for MME success,0.0,3.6346237131112957e-09
161,161,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,what are the best practices on sap structures?,0.0,4.516611973315321e-09
162,162,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Enumerate SAP structures' best practices,0.0,4.413314158568937e-09
163,163,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,"I cannot tick on Include Actuals in MME, why?",0.0,1.1124631100756233e-06
164,164,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,why can't I tick on Include Actuals?,0.0,1.2447807193893823e-06
